thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-655312422/image?WID=500"", ""width"": 250}",nla.obj-655312422,1913-02-13,1722,nla.obj-655293851,9,https://nla.gov.au/nla.obj-655312422,https://nla.gov.au/nla.obj-655312422/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Pose as a Newspaper.
Vol. 34.—N0. 1722.
THURSDAY, FEBRUARY 13. 1913.
Prick 6n.
THE FROZEN SHIP: AWAITING RELEASE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-620909041/image?WID=500"", ""width"": 250}",nla.obj-620909041,1925-09-03,2377,nla.obj-620821969,11,https://nla.gov.au/nla.obj-620909041,https://nla.gov.au/nla.obj-620909041/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 46.—N0. 2377,
THURSDAY, SEPTEMBER 3, 1925.
Price 6d.
THE BOLSHIE’S ARGUMENT.
“Here, you blithering idiot, what have you set this place on fire for?”
“It’s for your own good, comrade. There’s a Russian in an old humpy down the street, and he had bugs in it till he burned it down.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666657690/image?WID=500"", ""width"": 250}",nla.obj-666657690,1922-09-07,2221,nla.obj-666631629,7,https://nla.gov.au/nla.obj-666657690,https://nla.gov.au/nla.obj-666657690/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for TransncUsion by Post as a p p
Von. 43. —No. 2221.
THURSDAY, SEPTEMBER 7, 1922.
Price 6d.
FED UP.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-691940059/image?WID=500"", ""width"": 250}",nla.obj-691940059,1899-07-01,1011,nla.obj-691934085,7,https://nla.gov.au/nla.obj-691940059,https://nla.gov.au/nla.obj-691940059/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 20.—N0. 1011.
SATURDAY, JULY 1, 1899.
Peiob 6d.
THE LATE LAMENTED SNAKE.
JOHN HAYNES: “ No surrender—we fight on!”
THE LITTLE BOY AT MANLY : “ His tail still wriggles a little.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-637943509/image?WID=500"", ""width"": 250}",nla.obj-637943509,1912-05-02,1681,nla.obj-637876530,9,https://nla.gov.au/nla.obj-637943509,https://nla.gov.au/nla.obj-637943509/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. S3.—No. 1681.
THURSDAY, MAY 2. 1912.
Prick 6i>.
THE BLESSINGS OF PRIVATE ENTERPRISE.
N.S.W. PREMIER McGOWEN : “Now if I put on a proper water supply, this valuable stream of Benevolence would dry right up. *
"
"{""img_src"": ""https://nla.gov.au/nla.obj-621012875/image?WID=500"", ""width"": 250}",nla.obj-621012875,1926-08-05,2425,nla.obj-621004522,11,https://nla.gov.au/nla.obj-621012875,https://nla.gov.au/nla.obj-621012875/image,"

A MATTER OF JOY RIDING.
“We know that differences should be settled between the Governor and his Ministers, bnt what we want to know is what is to be done when a Governor and his Min-
isters cannot agree. If the Governor is paramount, then we live under a system of veiled absolute monarchy. That is the important question which awaits decision.”—
Lang on the Upper House appointments question.
CHAUFFEUR LANG: “This is scandalous! You have no right to hold me up like this! I’m legally in charge of the boss’s car.""
P.C. DE CHAIR: “All I want you to do is to go to your boss and find out if he’s willing for you to take your friends joy-riding in his car.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-532589921/image?WID=500"", ""width"": 250}",nla.obj-532589921,1942-02-11,3235,nla.obj-532562243,5,https://nla.gov.au/nla.obj-532589921,https://nla.gov.au/nla.obj-532589921/image,"

HONORABLE NUT DAMN’ TOUGH !
"
"{""img_src"": ""https://nla.gov.au/nla.obj-532582286/image?WID=500"", ""width"": 250}",nla.obj-532582286,1942-01-28,3233,nla.obj-532562208,5,https://nla.gov.au/nla.obj-532582286,https://nla.gov.au/nla.obj-532582286/image,"

THE OTHER PERIL —ALSO YELLOW.
“Another serious matter which calls for immediate action is that of war-time strikes and stoppages in vital industries.""-Opposition Leader Fadden, 25/1/'42,
when Jap invaders were on Australian territory.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-663564874/image?WID=500"", ""width"": 250}",nla.obj-663564874,1918-11-28,2024,nla.obj-663554790,7,https://nla.gov.au/nla.obj-663564874,https://nla.gov.au/nla.obj-663564874/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper
Vol. 39.-No. 2024.
THURSDAY, NOVEMBER 28, 1918.
War-time I’rice, Sd.
PLEASURE BEFORE BUSINESS.
“Australia has become a tourist bureau for Cabinet Ministers.” —Newspaper complaint.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690505696/image?WID=500"", ""width"": 250}",nla.obj-690505696,1905-05-25,1319,nla.obj-690491523,9,https://nla.gov.au/nla.obj-690505696,https://nla.gov.au/nla.obj-690505696/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
You 26.— N0. 1319.
THURSDAY, MAY 25, 1905.
Pbiob 6d.
JOHN BULL’S NIGHTMARE OF THE FUTURE.
Cabled that there is a strongly-supported movement, in Britain and Japan, to renew the Anglo-Japanese alliance on a basis of, among other
things, Japan guaranteeing Britain’s position in India.
WHEN BRITAIN COMES TO THE POINT OF HIRING ONE NIGGER TO KEEP THE OTHER NIGGER QUIET, THERE ARE
DISQUIETING POSSIBILITIES OF THE NIGGERS COALESCING.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-618444129/image?WID=500"", ""width"": 250}",nla.obj-618444129,1926-04-22,2410,nla.obj-618414216,11,https://nla.gov.au/nla.obj-618444129,https://nla.gov.au/nla.obj-618444129/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Von. 47. —No. 2410.
THURSDAY, APRIL 22, 1926.
Price On.
SHOWING HER WHO IS MASTER.
“In response to the reiterated challenge of Mr. Bavin, Mr. Lang announces that he has no intention of going to the country.""
LANG (under the bed): “You may call me what you like, and beat me as you like, but you’ll not break my spirit of manly independence. I'll not come out.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-667783747/image?WID=500"", ""width"": 250}",nla.obj-667783747,1896-07-25,858,nla.obj-667765913,7,https://nla.gov.au/nla.obj-667783747,https://nla.gov.au/nla.obj-667783747/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission by post as a Ncwspaptr
vol. i7>—No.BsB.
SATURDAY, JULY 25, 1896.
Price, 6d.
PREMIER REID’S HOMELESS-DOGS POLICY.
CHORUS OF N.S.W. RETRENCHED CIVIL SERVANTS : “May we come in too, Mr. Reid?""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690254734/image?WID=500"", ""width"": 250}",nla.obj-690254734,1902-12-27,1193,nla.obj-690245287,7,https://nla.gov.au/nla.obj-690254734,https://nla.gov.au/nla.obj-690254734/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vol. 23.—N0. 1193.
SATURDAY, DECEMBER 27, 1902.
Prick 0d
A FEW CHRISTMAS CARDS
I. Gratuitous Sandwich Men. A free advt. for the hat-trade. II. Christmas “Waits.” They may have to wait for some time III. Revised
“Relief” Map of Australia. IV. The Last Man (Australian). V. The Commonwealth Standing Army. VI. Breaking up of the Drought.
VII. A HALO BUILT FOR TWO. An Ecclesiastical Christmas Card dedicated to Cardinal Moran and Pope Dill Macky. VIII. The Common-
wealth High Court. An august body, if you like, but—puzzle : to find the head.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-675017272/image?WID=500"", ""width"": 250}",nla.obj-675017272,1919-06-12,2052,nla.obj-674919980,7,https://nla.gov.au/nla.obj-675017272,https://nla.gov.au/nla.obj-675017272/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 40.—N0. 2032.
THURSDAY, JUNE 12, 1919.
Pbice 6d.
“COME, BROTHER FRANCE, LET US BE GENEROUS!”
“With regard to a variation of the Peace terms, President Wilson is reported to be urging generosity. Clemenceau strongly
opposes any substantial change.”— Cable.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-525349814/image?WID=500"", ""width"": 250}",nla.obj-525349814,1952-04-30,3768,nla.obj-525296950,5,https://nla.gov.au/nla.obj-525349814,https://nla.gov.au/nla.obj-525349814/image,"

The Bulletin
y 0 l 73— No. 3768
Wednesday , April 30, 1952
' ~
V-W I t\^ur^2s
fs
%
ATOMIC SCUTTLE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-656682428/image?WID=500"", ""width"": 250}",nla.obj-656682428,1914-11-05,1812,nla.obj-656636791,7,https://nla.gov.au/nla.obj-656682428,https://nla.gov.au/nla.obj-656682428/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post) as a Newspaper.
Vol. 35. —lso. 1812.
THURSDAY, NOVEMBER 5, 1914.
Puick 6d.
HAT: ITALIAN
HAIR OIL: FRENCH
CIGARETTE: TURKISH
MATCH TO LIGHT IT: SWEDISH
COLLAR: ENGLISH
TIE: FRENCH—
SHIRT: FRENCH
SINGLET: GERMAN
STUDS: GERMAN
SLOP SUIT: AMERICAN
BEER INSIDE : ENGLISH
UNDERPANTS: GERMAN
STICK: AUSTRIAN /Y/Z.
SOCKS: GERMAN
SHOES: AMERICAN
BORN IN AUSTRALIA.
UNEMPLOYED FROM FREETRADE ESTABLISHMENT: “Now, why the deuce should the war put me out of a job?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-689535999/image?WID=500"", ""width"": 250}",nla.obj-689535999,1888-08-04,444,nla.obj-508078095,1,https://nla.gov.au/nla.obj-689535999,https://nla.gov.au/nla.obj-689535999/image,"

URNE EXHIBITION.
IfT otice to lao.ten.d.in.g'
Visitors!
\m X a
■ one of the finest acknowledged sights of Melbourne was to be seen in Bourke-street, and so great was the crush that a
maii to be engaged to keep the entrance clear. What was there to see ? You talk about your Bignolds jumping into
e s * a ge. There was to be seen hundreds of electric lights of all colours, beautifully blended amongst the grandest collection
S k° Wn - Also, a large Lake with gold fish swimming about and wax figures of people so life-like that they made one start.
k{ j” 111 tte large windows of the LONDON and AMERICAN SUPPLY STORE, 99 ISOURKE STREET, near the Theatre
I °ut for the largest Electric Lamps in Australia, and there you can buy every article worn by Gentlemen at the
11. LOWEST PRICES, and the LARGEST STOCK to select from in Australia.
<>
LONDON i AMERICAN
TAILORING COMPANY
Only ONE BRANCH as yet in STDNE7!
But have already Revolutionised the previous High Prices.
Bxancb. Corner of
EY ARCADE & CEORCE STREET.
<ffr
. Feme,
7 H.
N. McLennan
Bairstow,
IDirectors.
The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-607277745/image?WID=500"", ""width"": 250}",nla.obj-607277745,1933-12-20,2810,nla.obj-607234683,7,https://nla.gov.au/nla.obj-607277745,https://nla.gov.au/nla.obj-607277745/image,"

The Bulletin
Vol. 54—No. 2810.
December 20, 1933.
PEACE ON EARTH.
GENTLEMAN FROM GENEVA: “Hold on a minute! D on ' t you know you're all commited to the maintenance of justice and a scrupulous
regard for treaty obligations’?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-489432922/image?WID=500"", ""width"": 250}",nla.obj-489432922,1894-07-07,751,nla.obj-489325009,7,https://nla.gov.au/nla.obj-489432922,https://nla.gov.au/nla.obj-489432922/image,"

The Bulletin.
Registered at the General Post Office, Sydney, for transmission by post as a Newspaper.
Vol. 14-80. 751.
SATURDAY. JULY 7, 1894.
Price, 6d,
Sf
y
1
Jp-
.mm
HEBE’S TOOHEY! —OR, BEER V. BACKBONE.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666157973/image?WID=500"", ""width"": 250}",nla.obj-666157973,1923-10-11,2278,nla.obj-666128603,11,https://nla.gov.au/nla.obj-666157973,https://nla.gov.au/nla.obj-666157973/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 44.—N0. 2278.
THURSDAY, OCTOBER 11, 1923,
Pkice 6d.
THE IMPERIAL CONFERENCE.
JOHN BULL: “My sons, outside I still talk of my strength. The time has come when, inside these doors, I 'must show you my wounds
and talk to you of my years.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-691264340/image?WID=500"", ""width"": 250}",nla.obj-691264340,1904-10-06,1286,nla.obj-691216518,9,https://nla.gov.au/nla.obj-691264340,https://nla.gov.au/nla.obj-691264340/image,"

»f 1 y^ L fi ;/\M
sp* 3 ” 'lsT!«'® ts
j j '£K : ,£ 'i£^v.7 ’
7f:'4fC77f>
G.WXATANACH
! »i£°!n!""£y?fe£.; £
■ 3J-: Trr3 t ill nniKir - 7,777,7:2'1! 1
£.i|# if J’ X;
-■■ ’ •■ /■' V,/■.-' . f.y i' .
, J.—
£ ■:
T£:.v y :-7T~~ •■■
'■■' S’ ‘
w?m f.
’!,: -mm
i- -■
> «&.•#
""IS
.
••a**®
t 1 ’ ';'.--■'■■""(i 7f-:,
SJSS®
1 '
•««
tiii i'
.7 : £ •-• • « i: >y/> r
;~ . 1 »;■' ItfSj ■ :
If :* '■ £i,
7 j - ..'-.nit**
RIIPAIR.fJ'
SJTSM--.-. .r
w
k s\ \b
5!
i*ii<rA,Pv. 1
\.ii
tUSffsl
W l ,
1
wm
1283 —Star, Fine Diamonds, £45
40 Years Manufacturer
OF
Diamond & Pearl
Jewellery.
First Quality. Lowest Price.
G. W. CATAKACH’S,
the Leading: House for
ENGAGEMENT RINGS.
AH Rings
18ct.
GUARANTEED QUALITY JEWELLERY.
Only Genuine
Pearls kept.
2150-Ruby or Emerald
centre, fine Brilliants,
£l4
£
1342 —Pendant only,
all Pearls, 40/.
2151—A1l Finest
Brilliants, £l5
2155 —7 Brilliants,
1 Ruby or Pearl.
mmm
2158 —Fine Brilliants
£lO
Ring Leaders
30 Years,
SEND FOR LIST.
1884— Pearl Necklet, this style, £4
s*o
fond lor List.
Send for List.
PEARL NECKLETS in Great Variety, £4 to £25
1288 —Diamond and Pearl
Pendant, £35
Photo. Pendants,
6s to £5
G. W. CATANACH,
Corner
Little Collins St.
and Royal Arcade,
MELBOURNE.
JEWELLERY, WATCHES, CLOCKS, PLATE.
1203 —Photo. Pendant, Pearls,
£3 10s
1202—Pearl Bird, £3 108
Best Stock of
BROOCHES in
Australasia.
Jewellery
Re-made and
Exchanged.
1340—Pearl Knot, all Pearls, £3
END’S
FOR ERRORS IN DIET,
HEADACHE,
FRUIT
BILIOUSNESS
AND CONSTIPATION.
salt:
The effect of Eno’s ‘Fruit Salt’ on a Disordered,
Sleepless, and Feverish Condition is simply marvellous.
It is, in fact. Nature’s Own Remedy, and an unsurpassed
one.
CAUTION.— Sae Capsule marked ENO’S - FRUIT SALT;’ Without it you have a
WORTHLESS IMITATION.
Prepared only by J. O.BNO, Ltd.,‘FRUIT SALT’ WORKS, LONDON, ENG.,
by J. O. ENO S Patent.
Sold by Chemists, &c., everywhere.
WALTHAM WATCHES
The American Waltham Watch Company, Waltham,
Mass., U. S. A., is the largest watch manufacturing
concern in the world. The buildings have a frontage
of 769 feet, with numerous wings which, if placed end
to end, would extend 2,827 feet, or more than half a
mile. The floor space is about six acres. The daily
product of this factory is 2,7oofinished watch movements.
Nearly twelve million Waltham Watches are now
in use.
All Waltham Watches are guaranteed.
DURBAN CLUB HOTEL
Corner Elizabeth and Hunter Streets, Sydney.
A. J. BOASE v late of Durban, South Africa, Proprietor.
ONLY THE BEST OF EVERYTHING KEPT.
HARDY’S
HI
700 Prizes.
TINTARA
WINES. .
Sydney and Adelaide.
DAIRY FARMERS, LOOK INTO THIS !
Expensive Centrifugal Machines
superseded by
Original—Scientific.
Simple—Effective.
THE
No diluting the Milk
with Water necessary
“NEPTUNE”
CREAM SEPARATOR
Easy to Buy. Easy to Use. Requires no power
Send for Descriptive Circular Free.
Capacity No. of Cows Price
M'LEAN BROS. & R GG
“Everything for the Farm and Dairy,”
149 ELIZABETH ST., MELBOURNE.
B
H E
T UN
A NOVEL PRESENT.^
to,
m
0
N receipt of P. 0.0. or M.O. for 5/- we will forward to
-w any address in Australia one of our Handsorne
get. Gold-filled Round Wire Brooches, with
either Bell, Heart, Anchor or Cross Pendant, guaranteed
the same quality as brooch ; and without pendant, 3/6.
In 15ct. G.F. Twisted Wire, 8/6 ; without pendant. 6 6
Illustrated Catalogues sent Free. All letters carefully
addressed to R. SIMS, Gold Wire King, Coles
Booh Arcade, Melbourne, Vic.
PRACTICALLY GIVEN AWAY.
S“VJ™ LADIES’ dlSich WATCH,
Double-cased Hunter of Elegant Appearance and a Guar-
anteed Timekeeper. We will also forward FREE and
Carriage Paid to any Address a Beautiful FLORAL
BROOCH or Gentleman’s Handsome SCARF PIN in response
! to any Mail Order that reaches us within a month from
1 this date. Satisfaction Given or Money Returned. ""*!
THE SOLAR AGENCY, 360 362 Collins St., Melbourna
“ UCRASYNE.”
Or. DALE’S sure, silent & swilt Cure for
DRUNKENNESS
may be given to Men or Women without their
knowledge. Removes all desire for strong
drink in a few days. Full particulars Free.
Dr. J. T. DALE CO.,
Sabiel’s Chambers, 80 ilunter-st., Sydney.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448611561/image?WID=500"", ""width"": 250}",nla.obj-448611561,1890-12-27,567,nla.obj-448538949,7,https://nla.gov.au/nla.obj-448611561,https://nla.gov.au/nla.obj-448611561/image,"

The Bulletin
Vol. 11—No. 567.
SATURDAY, DECEMBER 27, 1890.
Price, 6d.
THE SKELETON IN THE BROKEN-HILL CUPBOARD.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-610024269/image?WID=500"", ""width"": 250}",nla.obj-610024269,1927-06-09,2469,nla.obj-610022565,9,https://nla.gov.au/nla.obj-610024269,https://nla.gov.au/nla.obj-610024269/image,"

Vol. 48—No. 2469.
June 9, 1927.
The Bulletin
CAM Voo SPARE SIXPENCE ? ""
Late ag,wn i tlompSon '.
* Ta-K-S n\y seat, OLD DEAR ""
S>£E'HCU HIM SAPS'-'/ •
Anvthinc, in the 2 v
CHKNCiHC! C,OA<SD.
GIRLS' WEEK.
""Sydney is celebrating ‘Girls’ Week’ (June 7-14). So far as money is concerned, the main object is to raise £15.000 wherewith to buy the working girls of Sydney
sports and recreation grounds of their very own.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617965455/image?WID=500"", ""width"": 250}",nla.obj-617965455,1926-03-11,2404,nla.obj-617868798,11,https://nla.gov.au/nla.obj-617965455,https://nla.gov.au/nla.obj-617965455/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 47.—N0. 2404.
THURSDAY, MARCH 11, 1926.
I’ltlCE 6d.
THE PEACEMAKERS.
""Poland is demanding admission to the Council of the League of Nations....Germany objects....France supports Poland... .Sweden is siding with Germany....Britain
is perplexed.... Spain is urging its claims. Mussolini fears a German bloc.” —Recent cables.
MARTIAN VISITOR: “This, I perceive, is their Assembly of the League of Nations to enforce Peace.”
"
